zip,population,city,county,state
76247,12542,Justin,Denton,TX
78336,12533,Aransas Pass,San Patricio,TX
77836,12516,Caldwell,Burleson,TX
78611,12454,Burnet,Burnet,TX
77336,12398,Huffman,Harris,TX
75647,12328,Gladewater,Gregg,TX
76354,12323,Burkburnett,Wichita,TX
79331,12309,Lamesa,Dawson,TX
75654,12268,Henderson,Rusk,TX
78575,12249,Olmito,Cameron,TX
77808,12248,Bryan,Brazos,TX
76054,12178,Hurst,Tarrant,TX
77461,12133,Needville,Fort Bend,TX
76384,12112,Vernon,Wilbarger,TX
75167,12091,Waxahachie,Ellis,TX
77484,11972,Waller,Waller,TX
78701,11903,Austin,Travis,TX
78645,11873,Leander,Travis,TX
75454,11848,Melissa,Collin,TX
78202,11675,San Antonio,Bexar,TX
75462,11652,Paris,Lamar,TX
79849,11605,San Elizario,El Paso,TX
77518,11513,Bacliff,Galveston,TX
78578,11509,Port Isabel,Cameron,TX
78252,11479,San Antonio,Bexar,TX
75428,11474,Commerce,Hunt,TX
78256,11435,San Antonio,Bexar,TX
75835,11425,Crockett,Houston,TX
77708,11385,Beaumont,Jefferson,TX
77030,11362,Houston,Harris,TX
78408,11299,Corpus Christi,Nueces,TX
75551,11268,Atlanta,Cass,TX
77441,11248,Fulshear,Fort Bend,TX
79022,11210,Dalhart,Dallam,TX
79835,11171,Canutillo,El Paso,TX
76657,11151,Mc Gregor,Mclennan,TX
78065,11134,Poteet,Atascosa,TX
77563,11129,Hitchcock,Galveston,TX
78721,11054,Austin,Travis,TX
77807,11052,Bryan,Brazos,TX
77954,11047,Cuero,De Witt,TX
78362,11025,Ingleside,San Patricio,TX
77094,11022,Houston,Harris,TX
76667,10991,Mexia,Limestone,TX
76085,10965,Weatherford,Parker,TX
78016,10940,Devine,Medina,TX
75785,10931,Rusk,Cherokee,TX
75706,10882,Tyler,Smith,TX
77068,10837,Houston,Harris,TX
76177,10814,Fort Worth,Tarrant,TX
79316,10772,Brownfield,Terry,TX
75494,10741,Winnsboro,Wood,TX
77995,10731,Yoakum,Lavaca,TX
75570,10703,New Boston,Bowie,TX
78538,10698,Edcouch,Hidalgo,TX
76102,10632,Fort Worth,Tarrant,TX
78264,10603,San Antonio,Bexar,TX
79410,10588,Lubbock,Lubbock,TX
79103,10529,Amarillo,Potter,TX
78730,10527,Austin,Travis,TX
76645,10513,Hillsboro,Hill,TX
76711,10475,Waco,Mclennan,TX
75645,10393,Gilmer,Upshur,TX
78945,10388,La Grange,Fayette,TX
75704,10367,Tyler,Smith,TX
78576,10262,Penitas,Hidalgo,TX
77418,10250,Bellville,Austin,TX
79102,10245,Amarillo,Potter,TX
78543,10188,Elsa,Hidalgo,TX
78231,10132,San Antonio,Bexar,TX
78003,10129,Bandera,Bandera,TX
75862,10115,Trinity,Trinity,TX
77562,10064,Highlands,Harris,TX
76692,10048,Whitney,Hill,TX
78736,10010,Austin,Travis,TX
77625,9997,Kountze,Hardin,TX
77547,9895,Galena Park,Harris,TX
78387,9874,Sinton,San Patricio,TX
75650,9775,Hallsville,Harrison,TX
79070,9652,Perryton,Ochiltree,TX
76230,9633,Bowie,Montague,TX
79404,9630,Lubbock,Lubbock,TX
77612,9619,Buna,Jasper,TX
77003,9612,Houston,Harris,TX
75956,9595,Kirbyville,Jasper,TX
79756,9576,Monahans,Ward,TX
76084,9574,Venus,Johnson,TX
78942,9565,Giddings,Lee,TX
75442,9558,Farmersville,Collin,TX
75210,9504,Dallas,Dallas,TX
78063,9462,Pipe Creek,Bandera,TX
75708,9461,Tyler,Smith,TX
75021,9454,Denison,Grayson,TX
78756,9450,Austin,Travis,TX
76273,9429,Whitesboro,Grayson,TX
78368,9305,Mathis,San Patricio,TX
78957,9218,Smithville,Bastrop,TX
79401,9084,Lubbock,Lubbock,TX
75861,9081,Tennessee Colony,Anderson,TX
75758,9041,Chandler,Henderson,TX
76078,9024,Rhome,Wise,TX
76571,9007,Salado,Bell,TX
76424,8898,Breckenridge,Stephens,TX
78073,8897,Von Ormy,Bexar,TX
78639,8869,Kingsland,Llano,TX
76567,8867,Rockdale,Milam,TX
76539,8824,Kempner,Lampasas,TX
79901,8821,El Paso,El Paso,TX
78839,8790,Crystal City,Zavala,TX
76311,8760,Sheppard Afb,Wichita,TX
75941,8737,Diboll,Angelina,TX
77554,8730,Galveston,Galveston,TX
78112,8725,Elmendorf,Bexar,TX
78733,8711,Austin,Travis,TX
75495,8621,Van Alstyne,Grayson,TX
77611,8608,Bridge City,Orange,TX
76060,8606,Kennedale,Tarrant,TX
75949,8518,Huntington,Angelina,TX
79382,8515,Wolfforth,Lubbock,TX
78616,8472,Dale,Caldwell,TX
77957,8454,Edna,Jackson,TX
75789,8379,Troup,Smith,TX
77480,8344,Sweeny,Brazoria,TX
78725,8303,Austin,Travis,TX
75076,8297,Pottsboro,Grayson,TX
78648,8264,Luling,Caldwell,TX
78834,8245,Carrizo Springs,Dimmit,TX
76249,8196,Krum,Denton,TX
76655,8168,Lorena,Mclennan,TX
79124,8159,Amarillo,Potter,TX
76446,8120,Dublin,Erath,TX
75783,8118,Quitman,Wood,TX
78257,8113,San Antonio,Bexar,TX
75684,8086,Overton,Rusk,TX
77331,8064,Coldspring,San Jacinto,TX
76520,8033,Cameron,Milam,TX
75754,8021,Ben Wheeler,Van Zandt,TX
78226,8012,San Antonio,Bexar,TX
79830,7956,Alpine,Brewster,TX
79922,7890,El Paso,El Paso,TX
77964,7874,Hallettsville,Lavaca,TX
77864,7824,Madisonville,Madison,TX
76661,7824,Marlin,Falls,TX
76442,7812,Comanche,Comanche,TX
79510,7801,Clyde,Callahan,TX
75207,7715,Dallas,Dallas,TX
76704,7681,Waco,Mclennan,TX
79766,7676,Odessa,Ector,TX
75125,7664,Ferris,Ellis,TX
78009,7632,Castroville,Medina,TX
76634,7610,Clifton,Bosque,TX
76043,7525,Glen Rose,Somervell,TX
77486,7509,West Columbia,Brazoria,TX
75765,7507,Hawkins,Wood,TX
75161,7483,Terrell,Kaufman,TX
79512,7451,Colorado City,Mitchell,TX
78595,7442,Sullivan City,Hidalgo,TX
78101,7434,Adkins,Bexar,TX
79323,7347,Denver City,Yoakum,TX
77465,7331,Palacios,Matagorda,TX
77371,7326,Shepherd,San Jacinto,TX
79406,7288,Lubbock,Lubbock,TX
75657,7274,Jefferson,Marion,TX
75752,7263,Athens,Henderson,TX
79201,7227,Childress,Childress,TX
78355,7222,Falfurrias,Brooks,TX
75135,7183,Caddo Mills,Hunt,TX
79364,7161,Slaton,Lubbock,TX
78026,7158,Jourdanton,Atascosa,TX
75440,7112,Emory,Rains,TX
76023,7090,Boyd,Wise,TX
76537,7065,Jarrell,Williamson,TX
79821,7044,Anthony,El Paso,TX
78119,6960,Kenedy,Karnes,TX
79347,6954,Muleshoe,Bailey,TX
77565,6953,Kemah,Galveston,TX
75147,6951,Mabank,Kaufman,TX
78643,6938,Llano,Llano,TX
76258,6926,Pilot Point,Denton,TX
78583,6915,Rio Hondo,Cameron,TX
75140,6877,Grand Saline,Van Zandt,TX
75114,6870,Crandall,Kaufman,TX
75693,6863,White Oak,Gregg,TX
79104,6861,Amarillo,Potter,TX
79745,6783,Kermit,Winkler,TX
77446,6781,Prairie View,Waller,TX
78236,6760,San Antonio,Bexar,TX
78722,6713,Austin,Travis,TX
78934,6698,Columbus,Colorado,TX
76825,6682,Brady,Mcculloch,TX
79411,6661,Lubbock,Lubbock,TX
76642,6628,Groesbeck,Limestone,TX
78266,6592,San Antonio,Comal,TX
79339,6591,Littlefield,Lamb,TX
78124,6553,Marion,Guadalupe,TX
77517,6515,Santa Fe,Galveston,TX
78657,6509,Marble Falls,Burnet,TX
76691,6479,West,Mclennan,TX
75603,6452,Longview,Gregg,TX
75839,6398,Elkhart,Anderson,TX
75148,6396,Malakoff,Henderson,TX
75763,6359,Frankston,Anderson,TX
79908,6351,El Paso,El Paso,TX
75860,6351,Teague,Freestone,TX
77859,6340,Hearne,Robertson,TX
76155,6329,Fort Worth,Tarrant,TX
78606,6315,Blanco,Blanco,TX
75840,6297,Fairfield,Freestone,TX
75972,6252,San Augustine,San Augustine,TX
75457,6243,Mount Vernon,Franklin,TX
76073,6237,Paradise,Wise,TX
78013,6210,Comfort,Kendall,TX
75182,6199,Sunnyvale,Dallas,TX
78069,6187,Somerset,Bexar,TX
76559,6180,Nolanville,Bell,TX
78203,6162,San Antonio,Bexar,TX
75831,6155,Buffalo,Leon,TX
78052,6128,Lytle,Atascosa,TX
76458,6121,Jacksboro,Jack,TX
78017,6120,Dilley,Frio,TX
76050,6094,Grandview,Johnson,TX
78383,6079,Sandia,Jim Wells,TX
75948,6072,Hemphill,Sabine,TX
77050,6052,Houston,Harris,TX
78605,6035,Bertram,Burnet,TX
76557,5991,Moody,Mclennan,TX
78956,5977,Schulenburg,Fayette,TX
79356,5931,Post,Garza,TX
79911,5905,El Paso,El Paso,TX
76437,5899,Cisco,Eastland,TX
77665,5857,Winnie,Chambers,TX
78619,5840,Driftwood,Hays,TX
75141,5814,Hutchins,Dallas,TX
79836,5804,Clint,El Paso,TX
78160,5776,Stockdale,Wilson,TX
78652,5763,Manchaca,Travis,TX
78002,5758,Atascosa,Bexar,TX
76259,5738,Ponder,Denton,TX
77963,5733,Goliad,Goliad,TX
76059,5716,Keene,Johnson,TX
79121,5684,Amarillo,Randall,TX
75939,5682,Corrigan,Polk,TX
77659,5649,Sour Lake,Hardin,TX
75844,5632,Grapeland,Houston,TX
78384,5621,San Diego,Duval,TX
78579,5562,Progreso,Hidalgo,TX
76579,5547,Troy,Bell,TX
78014,5510,Cotulla,La Salle,TX
77856,5492,Franklin,Robertson,TX
76255,5477,Nocona,Montague,TX
77514,5461,Anahuac,Chambers,TX
78593,5432,Santa Rosa,Cameron,TX
77360,5415,Onalaska,Polk,TX
76044,5407,Godley,Johnson,TX
79088,5401,Tulia,Swisher,TX
79363,5374,Shallowater,Lubbock,TX
76834,5370,Coleman,Coleman,TX
77879,5357,Somerville,Burleson,TX
77358,5345,New Waverly,Walker,TX
76633,5334,China Spring,Mclennan,TX
78059,5327,Natalia,Medina,TX
78390,5299,Taft,San Patricio,TX
78962,5290,Weimar,Colorado,TX
78361,5273,Hebbronville,Jim Hogg,TX
76802,5271,Early,Brown,TX
75559,5263,De Kalb,Bowie,TX
75459,5260,Howe,Grayson,TX
79036,5245,Fritch,Hutchinson,TX
79536,5230,Merkel,Taylor,TX
75152,5194,Palmer,Ellis,TX
75640,5181,Diana,Upshur,TX
79035,5166,Friona,Parmer,TX
75561,5135,Hooks,Bowie,TX
75638,5106,Daingerfield,Morris,TX
77362,4992,Pinehurst,Montgomery,TX
75124,4985,Eustace,Henderson,TX
76448,4983,Eastland,Eastland,TX
78372,4967,Orange Grove,Jim Wells,TX
75173,4953,Nevada,Collin,TX
78234,4917,San Antonio,Bexar,TX
75851,4916,Lovelady,Houston,TX
75656,4897,Hughes Springs,Cass,TX
79027,4873,Dimmitt,Castro,TX
79838,4872,Fabens,El Paso,TX
78025,4860,Ingram,Kerr,TX
78401,4823,Corpus Christi,Nueces,TX
75172,4814,Wilmer,Dallas,TX
75755,4805,Big Sandy,Upshur,TX
75491,4781,Whitewright,Grayson,TX
75226,4774,Dallas,Dallas,TX
78560,4743,La Joya,Hidalgo,TX
76821,4680,Ballinger,Runnels,TX
78947,4679,Lexington,Lee,TX
75452,4673,Leonard,Fannin,TX
75567,4655,Maud,Bowie,TX
78343,4627,Bishop,Nueces,TX
75166,4624,Lavon,Collin,TX
75709,4624,Tyler,Smith,TX
79731,4619,Crane,Crane,TX
76365,4598,Henrietta,Clay,TX
76531,4595,Hamilton,Hamilton,TX
78417,4572,Corpus Christi,Nueces,TX
77434,4562,Eagle Lake,Colorado,TX
78208,4549,San Antonio,Bexar,TX
78569,4541,Lyford,Willacy,TX
75966,4534,Newton,Newton,TX
75117,4505,Edgewood,Van Zandt,TX
78370,4458,Odem,San Patricio,TX
78118,4418,Karnes City,Karnes,TX
76462,4412,Lipan,Hood,TX
78373,4407,Port Aransas,Nueces,TX
76272,4404,Valley View,Cooke,TX
78071,4394,Three Rivers,Live Oak,TX
75692,4387,Waskom,Harrison,TX
75158,4337,Scurry,Kaufman,TX
75756,4332,Brownsboro,Henderson,TX
75410,4332,Alba,Wood,TX
79845,4317,Presidio,Presidio,TX
79782,4304,Stanton,Martin,TX
76305,4285,Wichita Falls,Wichita,TX
79916,4238,El Paso,El Paso,TX
75563,4225,Linden,Cass,TX
76877,4225,San Saba,San Saba,TX
78010,4224,Center Point,Kerr,TX
77485,4209,Wallis,Austin,TX
75426,4177,Clarksville,Red River,TX
76071,4173,Newark,Wise,TX
75109,4150,Corsicana,Navarro,TX
77984,4129,Shiner,Lavaca,TX
76066,4106,Millsap,Parker,TX
76651,4084,Italy,Ellis,TX
78022,4082,George West,Live Oak,TX
76524,4072,Eddy,Mclennan,TX
75683,4053,Ore City,Upshur,TX
75975,4052,Timpson,Shelby,TX
76457,4045,Hico,Hamilton,TX
75472,4014,Point,Rains,TX
78164,3990,Yorktown,De Witt,TX
75691,3963,Tatum,Rusk,TX
75497,3963,Yantis,Wood,TX
76932,3941,Big Lake,Reagan,TX
75925,3913,Alto,Cherokee,TX
78655,3892,Martindale,Caldwell,TX
76374,3891,Olney,Young,TX
77435,3857,East Bernard,Wharton,TX
75946,3851,Garrison,Nacogdoches,TX
79014,3844,Canadian,Hemphill,TX
76950,3824,Sonora,Sutton,TX
76689,3821,Valley Mills,Bosque,TX
79562,3795,Tuscola,Taylor,TX
79311,3777,Abernathy,Hale,TX
76849,3760,Junction,Kimble,TX
75251,3750,Dallas,Dallas,TX
76856,3746,Mason,Mason,TX
79607,3714,Dyess Afb,Taylor,TX
76431,3708,Chico,Wise,TX
76527,3696,Florence,Williamson,TX
77417,3683,Beasley,Fort Bend,TX
78832,3674,Brackettville,Kinney,TX
75790,3656,Van,Van Zandt,TX
75852,3634,Midway,Madison,TX
75974,3611,Tenaha,Shelby,TX
76380,3601,Seymour,Baylor,TX
75572,3594,Queen City,Cass,TX
76360,3581,Electra,Wichita,TX
79521,3563,Haskell,Haskell,TX
78263,3561,San Antonio,Bexar,TX
75569,3554,Nash,Bowie,TX
79081,3546,Spearman,Hansford,TX
75969,3522,Pollok,Angelina,TX
76470,3518,Ranger,Eastland,TX
76444,3515,De Leon,Comanche,TX
78377,3510,Refugio,Refugio,TX
79068,3506,Panhandle,Carson,TX
77335,3468,Goodrich,Polk,TX
78140,3457,Nixon,Gonzales,TX
79906,3452,El Paso,El Paso,TX
75496,3450,Wolfe City,Hunt,TX
79013,3447,Cactus,Moore,TX
75473,3443,Powderly,Lamar,TX
79758,3425,Gardendale,Ector,TX
75423,3423,Celeste,Hunt,TX
75446,3415,Honey Grove,Fannin,TX
75750,3414,Arp,Smith,TX
75144,3414,Kerens,Navarro,TX
75414,3394,Bells,Grayson,TX
76844,3393,Goldthwaite,Mills,TX
76664,3387,Mart,Mclennan,TX
79504,3375,Baird,Callahan,TX
76638,3355,Crawford,Mclennan,TX
79235,3335,Floydada,Floyd,TX
77702,3334,Beaumont,Jefferson,TX
75058,3329,Gunter,Grayson,TX
76233,3317,Collinsville,Grayson,TX
77962,3309,Ganado,Jackson,TX
78636,3307,Johnson City,Blanco,TX
78113,3253,Falls City,Karnes,TX
76943,3206,Ozona,Crockett,TX
78562,3198,La Villa,Hidalgo,TX
75432,3196,Cooper,Delta,TX
75962,3188,Nacogdoches,Nacogdoches,TX
76055,3181,Itasca,Hill,TX
78631,3157,Harper,Gillespie,TX
76476,3151,Tolar,Hood,TX
79567,3149,Winters,Runnels,TX
77968,3142,Inez,Victoria,TX
76823,3139,Bangs,Brown,TX
75705,3138,Tyler,Smith,TX
75845,3129,Groveton,Trinity,TX
79359,3129,Seagraves,Gaines,TX
79553,3127,Stamford,Jones,TX
77835,3121,Burton,Washington,TX
76534,3119,Holland,Bell,TX
75433,3115,Cumby,Hopkins,TX
76640,3110,Elm Mott,Mclennan,TX
75422,3084,Campbell,Hunt,TX
76577,3074,Thorndale,Milam,TX
78941,3046,Flatonia,Fayette,TX
75973,3036,Shelbyville,Shelby,TX
76682,3034,Riesel,Mclennan,TX
75631,3029,Beckville,Panola,TX
79252,3017,Quanah,Hardeman,TX
77871,3009,Normangee,Leon,TX
77830,3007,Anderson,Grimes,TX
79373,2985,Tahoka,Lynn,TX
78659,2983,Paige,Bastrop,TX
78375,2982,Premont,Jim Wells,TX
75155,2971,Rice,Ellis,TX
77363,2961,Plantersville,Grimes,TX
75855,2952,Oakwood,Leon,TX
75416,2946,Blossom,Lamar,TX
75846,2944,Jewett,Leon,TX
76093,2930,Rio Vista,Johnson,TX
78215,2925,San Antonio,Bexar,TX
75571,2909,Omaha,Morris,TX
77534,2905,Danbury,Brazoria,TX
76936,2898,Eldorado,Schleicher,TX
75424,2891,Blue Ridge,Collin,TX
79329,2891,Idalou,Lubbock,TX
77664,2872,Warren,Tyler,TX
75792,2861,Winona,Smith,TX
77831,2847,Bedias,Grimes,TX
78123,2801,Mc Queeney,Guadalupe,TX
78597,2798,South Padre Island,Cameron,TX
76570,2780,Rosebud,Falls,TX
79226,2767,Clarendon,Donley,TX
75639,2756,De Berry,Panola,TX
75202,2739,Dallas,Dallas,TX
79041,2711,Hale Center,Hale,TX
78662,2697,Red Rock,Bastrop,TX
76648,2697,Hubbard,Hill,TX
78357,2695,Freer,Duval,TX
76225,2688,Alvord,Wise,TX
79095,2677,Wellington,Collingsworth,TX
75453,2661,Lone Oak,Hunt,TX
76656,2656,Lott,Falls,TX
75954,2634,Joaquin,Shelby,TX
75490,2633,Trenton,Fannin,TX
76569,2614,Rogers,Bell,TX
78656,2590,Maxwell,Caldwell,TX
75163,2590,Trinidad,Henderson,TX
75661,2586,Karnack,Harrison,TX
79079,2570,Shamrock,Wheeler,TX
78152,2569,Saint Hedwig,Bexar,TX
75417,2563,Bogata,Red River,TX
76665,2562,Meridian,Bosque,TX
79525,2561,Hawley,Jones,TX
75246,2553,Dallas,Dallas,TX
75770,2552,Larue,Henderson,TX
76908,2541,Goodfellow Afb,Tom Green,TX
79501,2535,Anson,Jones,TX
76624,2485,Axtell,Mclennan,TX
79086,2476,Sunray,Moore,TX
75668,2469,Lone Star,Morris,TX
75778,2468,Murchison,Henderson,TX
76554,2461,Little River,Bell,TX
79843,2457,Marfa,Presidio,TX
75833,2448,Centerville,Leon,TX
78409,2448,Corpus Christi,Nueces,TX
76252,2441,Muenster,Cooke,TX
79064,2436,Olton,Lamb,TX
76511,2426,Bartlett,Bell,TX
75681,2425,Mount Enterprise,Rusk,TX
75938,2425,Colmesneil,Tyler,TX
77426,2415,Chappell Hill,Washington,TX
79752,2415,Mc Camey,Upton,TX
77983,2414,Seadrift,Calhoun,TX
75760,2386,Cushing,Nacogdoches,TX
76035,2373,Cresson,Hood,TX
78940,2370,Fayetteville,Fayette,TX
78650,2366,Mc Dade,Bastrop,TX
75554,2356,Avery,Red River,TX
76449,2351,Graford,Palo Pinto,TX
76599,2351,Gatesville,Coryell,TX
75568,2350,Naples,Morris,TX
79245,2339,Memphis,Hall,TX
77420,2331,Boling,Wharton,TX
79325,2327,Farwell,Parmer,TX
75132,2326,Fate,Rockwall,TX
78341,2318,Benavides,Duval,TX
75486,2311,Sumner,Lamar,TX
78039,2309,La Coste,Medina,TX
75651,2300,Harleton,Harrison,TX
78407,2292,Corpus Christi,Nueces,TX
79520,2286,Hamlin,Jones,TX
79853,2282,Tornillo,El Paso,TX
79101,2271,Amarillo,Potter,TX
75980,2255,Zavalla,Angelina,TX
76487,2230,Poolville,Parker,TX
78359,2218,Gregory,San Patricio,TX
75558,2216,Cookville,Titus,TX
79346,2198,Morton,Cochran,TX
79839,2182,Fort Hancock,Hudspeth,TX
78393,2182,Woodsboro,Refugio,TX
77872,2178,North Zulch,Madison,TX
79096,2175,Wheeler,Wheeler,TX
76430,2169,Albany,Shackelford,TX
75968,2167,Pineland,Sabine,TX
79241,2166,Lockney,Floyd,TX
79012,2156,Bushland,Potter,TX
77865,2154,Marquez,Leon,TX
76366,2152,Holliday,Archer,TX
75643,2151,Gary,Panola,TX
79111,2140,Amarillo,Potter,TX
77861,2135,Iola,Grimes,TX
77364,2130,Pointblank,San Jacinto,TX
75436,2122,Detroit,Red River,TX
77455,2121,Louise,Wharton,TX
78055,2120,Medina,Bandera,TX
78638,2112,Kingsbury,Guadalupe,TX
78019,2111,Encinal,La Salle,TX
79855,2108,Van Horn,Culberson,TX
79083,2108,Stinnett,Hutchinson,TX
75630,2104,Avinger,Cass,TX
76064,2100,Maypearl,Ellis,TX
79040,2085,Gruver,Hansford,TX
79357,2071,Ralls,Crosby,TX
76837,2070,Eden,Concho,TX
78406,2051,Corpus Christi,Nueces,TX
79734,2044,Fort Davis,Jeff Davis,TX
76127,2038,Naval Air Station/ Jrb,Tarrant,TX
79322,2032,Crosbyton,Crosby,TX
75480,2030,Scroggins,Franklin,TX
78056,2024,Mico,Medina,TX
79084,2021,Stratford,Sherman,TX
78609,1999,Buchanan Dam,Llano,TX
75479,1987,Savoy,Fannin,TX
76271,1984,Tioga,Grayson,TX
76861,1984,Miles,Runnels,TX
78389,1984,Skidmore,Bee,TX
75931,1967,Brookeland,Sabine,TX
76629,1954,Bremond,Robertson,TX
79545,1950,Roscoe,Nolan,TX
76687,1950,Thornton,Limestone,TX
76270,1932,Sunset,Montague,TX
77650,1930,Port Bolivar,Galveston,TX
79355,1926,Plains,Yoakum,TX
75127,1906,Fruitvale,Van Zandt,TX
76443,1903,Cross Plains,Callahan,TX
76454,1903,Gorman,Eastland,TX
79019,1890,Claude,Armstrong,TX
77837,1873,Calvert,Robertson,TX
76701,1872,Waco,Mclennan,TX
75431,1871,Como,Hopkins,TX
77430,1867,Damon,Brazoria,TX
78950,1863,New Ulm,Austin,TX
76935,1852,Christoval,Tom Green,TX
75487,1846,Talco,Franklin,TX
78873,1839,Leakey,Real,TX
76433,1834,Bluff Dale,Erath,TX
76693,1825,Wortham,Freestone,TX
75859,1825,Streetman,Freestone,TX
76518,1810,Buckholts,Milam,TX
75471,1808,Pickton,Hopkins,TX
76351,1805,Archer City,Archer,TX
78147,1805,Poth,Wilson,TX
76673,1804,Mount Calm,Hill,TX
78719,1803,Austin,Travis,TX
77880,1800,Washington,Washington,TX
76530,1788,Granger,Williamson,TX
76859,1787,Menard,Menard,TX
76857,1773,May,Brown,TX
76471,1772,Rising Star,Eastland,TX
78829,1764,Batesville,Zavala,TX
76945,1762,Robert Lee,Coke,TX
76671,1748,Morgan,Bosque,TX
75847,1745,Kennard,Houston,TX
78959,1742,Waelder,Gonzales,TX
78880,1736,Rocksprings,Edwards,TX
79009,1734,Bovina,Parmer,TX
79546,1734,Rotan,Fisher,TX
77975,1722,Moulton,Lavaca,TX
76556,1707,Milano,Milam,TX
78151,1705,Runge,Karnes,TX
79343,1695,Lorenzo,Crosby,TX
79851,1689,Sierra Blanca,Hudspeth,TX
76641,1687,Frost,Navarro,TX
77482,1676,Van Vleck,Matagorda,TX
76878,1670,Santa Anna,Coleman,TX
75930,1655,Bronson,Sabine,TX
75929,1653,Broaddus,San Augustine,TX
78884,1645,Utopia,Uvalde,TX
76798,1630,Waco,Mclennan,TX
75932,1628,Burkeville,Newton,TX
76670,1617,Milford,Ellis,TX
76129,1616,Fort Worth,Tarrant,TX
79005,1610,Booker,Lipscomb,TX
78881,1601,Sabinal,Uvalde,TX
79248,1595,Paducah,Cottle,TX
79381,1590,Wilson,Lynn,TX
77660,1589,Spurger,Tyler,TX
78011,1574,Charlotte,Atascosa,TX
76389,1542,Windthorst,Archer,TX
76371,1540,Munday,Knox,TX
78594,1538,Sebastian,Willacy,TX
76622,1537,Aquilla,Hill,TX
77951,1534,Bloomington,Victoria,TX
77564,1532,Hull,Liberty,TX
78833,1526,Camp Wood,Real,TX
76636,1509,Covington,Hill,TX
79313,1505,Anton,Hockley,TX
78205,1503,San Antonio,Bexar,TX
76472,1502,Santo,Palo Pinto,TX
77577,1497,Liverpool,Brazoria,TX
79372,1488,Sundown,Hockley,TX
79370,1483,Spur,Dickens,TX
76653,1481,Kosse,Limestone,TX
79043,1480,Hart,Castro,TX
79351,1478,Odonnell,Lynn,TX
75555,1477,Bivins,Cass,TX
78235,1471,San Antonio,Bexar,TX
76432,1467,Blanket,Brown,TX
78024,1466,Hunt,Kerr,TX
76265,1464,Saint Jo,Montague,TX
76245,1463,Gordonville,Grayson,TX
75102,1455,Barry,Navarro,TX
79250,1438,Petersburg,Hale,TX
76453,1438,Gordon,Palo Pinto,TX
76639,1437,Dawson,Navarro,TX
76941,1421,Mertzon,Irion,TX
79511,1417,Coahoma,Howard,TX
79371,1415,Sudan,Lamb,TX
76632,1400,Chilton,Falls,TX
77622,1396,Hamshire,Jefferson,TX
75850,1387,Leona,Leon,TX
78872,1376,La Pryor,Zavala,TX
75451,1375,Leesburg,Camp,TX
76630,1375,Bruceville,Mclennan,TX
75574,1369,Simms,Bowie,TX
76264,1368,Sadler,Grayson,TX
78615,1363,Coupland,Williamson,TX
79744,1362,Iraan,Pecos,TX
79031,1360,Earth,Lamb,TX
77046,1344,Houston,Harris,TX
76933,1340,Bronte,Coke,TX
79529,1339,Knox City,Knox,TX
75943,1338,Douglass,Nacogdoches,TX
76627,1334,Blum,Hill,TX
76853,1333,Lometa,Lampasas,TX
75669,1332,Long Branch,Panola,TX
76635,1330,Coolidge,Limestone,TX
78004,1328,Bergheim,Kendall,TX
75667,1327,Laneville,Rusk,TX
79052,1322,Kress,Swisher,TX
79057,1320,Mclean,Gray,TX
79543,1319,Roby,Fisher,TX
75928,1318,Bon Wier,Newton,TX
76239,1310,Forestburg,Montague,TX
79358,1306,Ropesville,Hockley,TX
78946,1298,Ledbetter,Fayette,TX
79502,1297,Aspermont,Stonewall,TX
76626,1294,Blooming Grove,Navarro,TX
75556,1292,Bloomburg,Cass,TX
77661,1292,Stowell,Chambers,TX
77442,1286,Garwood,Colorado,TX
78379,1285,Riviera,Kleberg,TX
79739,1278,Garden City,Glasscock,TX
76951,1274,Sterling City,Sterling,TX
77873,1272,Richards,Grimes,TX
78632,1268,Harwood,Gonzales,TX
76596,1268,Gatesville,Coryell,TX
79227,1260,Crowell,Foard,TX
79345,1248,Meadow,Terry,TX
75449,1247,Ladonia,Fannin,TX
76578,1233,Thrall,Williamson,TX
75468,1228,Pattonville,Lamar,TX
77971,1227,Lolita,Jackson,TX
77585,1226,Saratoga,Hardin,TX
76228,1215,Bellevue,Clay,TX
78954,1207,Round Top,Fayette,TX
75926,1207,Apple Springs,Trinity,TX
76679,1206,Purdon,Navarro,TX
76475,1204,Strawn,Palo Pinto,TX
75447,1201,Ivanhoe,Fannin,TX
78933,1194,Cat Spring,Austin,TX
77853,1189,Dime Box,Lee,TX
76525,1188,Evant,Coryell,TX
75439,1186,Ector,Fannin,TX
78005,1176,Bigfoot,Frio,TX
75477,1172,Roxton,Lamar,TX
79541,1172,Ovalo,Taylor,TX
75560,1170,Douglassville,Cass,TX
76538,1167,Jonesboro,Coryell,TX
77419,1148,Blessing,Matagorda,TX
75435,1146,Deport,Lamar,TX
75437,1144,Dike,Hopkins,TX
77982,1139,Port O Connor,Calhoun,TX
75420,1135,Brashear,Hopkins,TX
79312,1127,Amherst,Lamb,TX
79092,1124,Vega,Oldham,TX
77456,1116,Markham,Matagorda,TX
79778,1115,Rankin,Upton,TX
75489,1110,Tom Bean,Grayson,TX
78549,1095,Hargill,Hidalgo,TX
78870,1092,Knippa,Uvalde,TX
76652,1089,Kopperl,Bosque,TX
76690,1081,Walnut Springs,Bosque,TX
76621,1061,Abbott,Hill,TX
79508,1060,Buffalo Gap,Taylor,TX
78850,1056,D Hanis,Medina,TX
