,zip,population,city,county,state,latitude,longitude
1707,78703,20297,Austin,Travis,TX,30.293268,-97.76605
1708,76008,20288,Aledo,Parker,TX,32.695708,-97.631482
1709,76135,20233,Fort Worth,Tarrant,TX,32.836325,-97.469908
1710,79065,20148,Pampa,Gray,TX,35.541234,-100.906572
1711,78747,20137,Austin,Travis,TX,30.126966,-97.739969
1712,76120,19941,Fort Worth,Tarrant,TX,32.775915,-97.180963
1713,76308,19937,Wichita Falls,Wichita,TX,33.852942,-98.54073
1714,75116,19755,Duncanville,Dallas,TX,32.66066,-96.911882
1715,79110,19729,Amarillo,Randall,TX,35.145012,-101.876275
1716,78734,19711,Austin,Travis,TX,30.378736,-97.950592
1717,76009,19618,Alvarado,Johnson,TX,32.414937,-97.200076
1718,77013,19548,Houston,Harris,TX,29.795268,-95.233977
1719,77401,19428,Bellaire,Harris,TX,29.704019,-95.460905
1720,75964,19410,Nacogdoches,Nacogdoches,TX,31.631742,-94.740721
1721,78133,19405,Canyon Lake,Comal,TX,29.889085,-98.244624
1722,75137,19341,Duncanville,Dallas,TX,32.643212,-96.916468
1723,76574,19328,Taylor,Williamson,TX,30.579327,-97.388622
1724,78382,19313,Rockport,Aransas,TX,28.132627,-97.06207
1725,76528,19224,Gatesville,Coryell,TX,31.417316,-97.755931
1726,75235,19198,Dallas,Dallas,TX,32.832614,-96.849082
1727,77027,19171,Houston,Harris,TX,29.740079,-95.446409
1728,77384,19171,Conroe,Montgomery,TX,30.233845,-95.495681
1729,77541,19072,Freeport,Brazoria,TX,29.021218,-95.278251
1730,77069,18968,Houston,Harris,TX,29.988455,-95.5312
1731,76234,18937,Decatur,Wise,TX,33.276319,-97.514178
1732,76310,18908,Wichita Falls,Wichita,TX,33.799085,-98.50984
1733,77707,18867,Beaumont,Jefferson,TX,30.053431,-94.170654
1734,77302,18845,Conroe,Montgomery,TX,30.222077,-95.338869
1735,79045,18706,Hereford,Deaf Smith,TX,34.914806,-102.554528
1736,77012,18640,Houston,Harris,TX,29.718525,-95.274137
1737,77028,18620,Houston,Harris,TX,29.827869,-95.287485
1738,77318,18553,Willis,Montgomery,TX,30.438807,-95.533229
1739,79935,18546,El Paso,El Paso,TX,31.767715,-106.329332
1740,78732,18535,Austin,Travis,TX,30.377889,-97.895023
1741,78654,18524,Marble Falls,Burnet,TX,30.581216,-98.208732
1742,77048,18520,Houston,Harris,TX,29.618714,-95.324221
1743,79119,18510,Amarillo,Randall,TX,35.109084,-102.017887
1744,76031,18432,Cleburne,Johnson,TX,32.346162,-97.328078
1745,78620,18420,Dripping Springs,Hays,TX,30.224136,-98.134814
1746,76541,18396,Killeen,Bell,TX,31.112884,-97.729602
1747,75249,18374,Dallas,Dallas,TX,32.636069,-96.9646
1748,75407,18371,Princeton,Collin,TX,33.153143,-96.471422
1749,77868,18344,Navasota,Grimes,TX,30.365776,-96.04642
1750,75965,18321,Nacogdoches,Nacogdoches,TX,31.723324,-94.628592
1751,77011,18296,Houston,Harris,TX,29.743217,-95.30911
1752,75203,18295,Dallas,Dallas,TX,32.746823,-96.802681
1753,78584,18286,Roma,Starr,TX,26.57331,-98.96276
1754,75670,18263,Marshall,Harrison,TX,32.569858,-94.418658
1755,79714,18227,Andrews,Andrews,TX,32.335729,-102.697303
1756,78735,18211,Austin,Travis,TX,30.268138,-97.86919
1757,77085,18155,Houston,Harris,TX,29.620509,-95.485333
1758,75201,18032,Dallas,Dallas,TX,32.78776,-96.799427
1759,77037,18030,Houston,Harris,TX,29.89036,-95.392527
1760,78566,17999,Los Fresnos,Cameron,TX,26.148406,-97.370376
1761,78374,17972,Portland,San Patricio,TX,27.892132,-97.384238
1762,79415,17894,Lubbock,Lubbock,TX,33.700795,-101.896988
1763,79414,17806,Lubbock,Lubbock,TX,33.547794,-101.92023
1764,76015,17773,Arlington,Tarrant,TX,32.692186,-97.133304
1765,78219,17705,San Antonio,Bexar,TX,29.446661,-98.387393
1766,78644,17675,Lockhart,Caldwell,TX,29.871644,-97.676821
1767,76104,17653,Fort Worth,Tarrant,TX,32.728688,-97.317801
1768,77051,17547,Houston,Harris,TX,29.656113,-95.378696
1769,77059,17483,Houston,Harris,TX,29.613602,-95.11937
1770,77029,17478,Houston,Harris,TX,29.759665,-95.256251
1771,75402,17463,Greenville,Hunt,TX,33.068291,-96.084372
1772,75751,17356,Athens,Henderson,TX,32.094348,-95.906047
1773,77979,17295,Port Lavaca,Calhoun,TX,28.609718,-96.609368
1774,78015,17187,Boerne,Bexar,TX,29.742957,-98.651509
1775,75215,17184,Dallas,Dallas,TX,32.750602,-96.756846
1776,77437,17177,El Campo,Wharton,TX,29.212328,-96.280585
1777,77587,17162,South Houston,Harris,TX,29.661032,-95.229784
1778,78220,17095,San Antonio,Bexar,TX,29.418151,-98.394314
1779,77031,17079,Houston,Harris,TX,29.652205,-95.54623
1780,77002,17026,Houston,Harris,TX,29.756845,-95.365652
1781,79765,17017,Odessa,Ector,TX,31.91439,-102.262512
1782,76501,16922,Temple,Bell,TX,31.075303,-97.252433
1783,75233,16920,Dallas,Dallas,TX,32.703913,-96.871889
1784,75236,16920,Dallas,Dallas,TX,32.676397,-96.936798
1785,78404,16852,Corpus Christi,Nueces,TX,27.768022,-97.399136
1786,76103,16848,Fort Worth,Tarrant,TX,32.748947,-97.272638
1787,77328,16832,Cleveland,Liberty,TX,30.392374,-95.191181
1788,79336,16827,Levelland,Hockley,TX,33.603903,-102.398414
1789,79360,16760,Seminole,Gaines,TX,32.68982,-102.724661
1790,75409,16750,Anna,Collin,TX,33.3555,-96.516313
1791,77656,16744,Silsbee,Hardin,TX,30.414774,-94.173656
1792,78064,16722,Pleasanton,Atascosa,TX,28.935779,-98.428996
1793,77568,16676,La Marque,Galveston,TX,29.363162,-94.980107
1794,75057,16670,Lewisville,Denton,TX,33.050725,-96.974623
1795,76118,16594,Fort Worth,Tarrant,TX,32.800434,-97.192762
1796,76266,16571,Sanger,Denton,TX,33.372878,-97.213247
1797,77640,16549,Port Arthur,Jefferson,TX,29.881613,-93.940858
1798,78261,16518,San Antonio,Bexar,TX,29.68958,-98.402411
1799,75672,16480,Marshall,Harrison,TX,32.468303,-94.299079
1800,77531,16352,Clute,Brazoria,TX,29.046833,-95.392183
1801,79403,16348,Lubbock,Lubbock,TX,33.643505,-101.775447
1802,77447,16309,Hockley,Harris,TX,30.047619,-95.833733
1803,78612,16234,Cedar Creek,Bastrop,TX,30.094098,-97.495104
1804,77575,16209,Liberty,Liberty,TX,30.075658,-94.733441
1805,77306,16203,Conroe,Montgomery,TX,30.28584,-95.312397
1806,75951,16154,Jasper,Jasper,TX,30.934425,-94.059578
1807,78751,16138,Austin,Travis,TX,30.310782,-97.722759
1808,77378,16134,Willis,Montgomery,TX,30.471374,-95.363872
1809,75652,16078,Henderson,Rusk,TX,32.239409,-94.728328
1810,77058,15930,Houston,Harris,TX,29.561579,-95.099626
1811,75474,15912,Quinlan,Hunt,TX,32.9242,-96.109811
1812,75801,15808,Palestine,Anderson,TX,31.734462,-95.531204
1813,78416,15804,Corpus Christi,Nueces,TX,27.752024,-97.436507
1814,76306,15726,Wichita Falls,Wichita,TX,33.944942,-98.523592
1815,79549,15708,Snyder,Scurry,TX,32.887589,-100.841389
1816,79412,15597,Lubbock,Lubbock,TX,33.546383,-101.856516
1817,76707,15595,Waco,Mclennan,TX,31.553876,-97.159082
1818,78070,15537,Spring Branch,Comal,TX,29.893745,-98.391104
1819,77619,15531,Groves,Jefferson,TX,29.947516,-93.918571
1820,77098,15487,Houston,Harris,TX,29.734813,-95.416098
1821,77372,15484,Splendora,Montgomery,TX,30.23801,-95.16446
1822,75961,15447,Nacogdoches,Nacogdoches,TX,31.558362,-94.504771
1823,79903,15422,El Paso,El Paso,TX,31.786182,-106.441937
1824,75001,15418,Addison,Dallas,TX,32.960047,-96.838522
1825,75103,15358,Canton,Van Zandt,TX,32.516876,-95.883622
1826,79029,15349,Dumas,Moore,TX,35.901966,-102.025897
1827,75009,15348,Celina,Collin,TX,33.338899,-96.752977
1828,77905,15279,Victoria,Victoria,TX,28.731379,-97.042716
1829,75601,15256,Longview,Gregg,TX,32.50856,-94.724049
1830,77510,15223,Santa Fe,Galveston,TX,29.362409,-95.087396
1831,78225,15147,San Antonio,Bexar,TX,29.38799,-98.526028
1832,76301,15113,Wichita Falls,Wichita,TX,33.905559,-98.479935
1833,78738,15090,Austin,Travis,TX,30.319748,-97.958224
1834,78255,15064,San Antonio,Bexar,TX,29.651922,-98.656362
1835,75223,15002,Dallas,Dallas,TX,32.792244,-96.744003
1836,77591,14926,Texas City,Galveston,TX,29.399536,-94.996939
1837,77801,14853,Bryan,Brazos,TX,30.639285,-96.362454
1838,77488,14832,Wharton,Wharton,TX,29.307215,-96.091291
1839,76207,14794,Denton,Denton,TX,33.22785,-97.181823
1840,78580,14734,Raymondville,Willacy,TX,26.48774,-97.738953
1841,76643,14705,Hewitt,Mclennan,TX,31.453501,-97.195339
1842,77445,14629,Hempstead,Waller,TX,30.101838,-96.059366
1843,79108,14580,Amarillo,Potter,TX,35.307898,-101.690933
1844,75418,14570,Bonham,Fannin,TX,33.571922,-96.170962
1845,75209,14558,Dallas,Dallas,TX,32.84831,-96.825474
1846,77032,14351,Houston,Harris,TX,29.987805,-95.353412
1847,75143,14336,Kemp,Kaufman,TX,32.366686,-96.245039
1848,78861,14318,Hondo,Medina,TX,29.430007,-99.149034
1849,75773,14305,Mineola,Wood,TX,32.681453,-95.447702
1850,77078,14267,Houston,Harris,TX,29.852397,-95.2541
1851,79772,14265,Pecos,Reeves,TX,31.422363,-103.627309
1852,78405,14224,Corpus Christi,Nueces,TX,27.774249,-97.438774
1853,76550,14169,Lampasas,Lampasas,TX,31.102393,-98.259362
1854,78669,14038,Spicewood,Travis,TX,30.430044,-98.112656
1855,77701,14005,Beaumont,Jefferson,TX,30.073053,-94.105486
1856,78557,13984,Hidalgo,Hidalgo,TX,26.113415,-98.241154
1857,78676,13981,Wimberley,Hays,TX,30.034449,-98.142776
1858,77422,13965,Brazoria,Brazoria,TX,28.960572,-95.558277
1859,75791,13952,Whitehouse,Smith,TX,32.221577,-95.220644
1860,76022,13945,Bedford,Tarrant,TX,32.830657,-97.145158
1861,78163,13937,Bulverde,Comal,TX,29.769466,-98.453225
1862,79007,13936,Borger,Hutchinson,TX,35.706836,-101.398799
1863,75644,13883,Gilmer,Upshur,TX,32.791213,-94.999846
1864,77713,13867,Beaumont,Jefferson,TX,30.071005,-94.252135
1865,78248,13822,San Antonio,Bexar,TX,29.590028,-98.525262
1866,78559,13733,La Feria,Cameron,TX,26.148831,-97.831112
1867,75762,13703,Flint,Smith,TX,32.218319,-95.413426
1868,75757,13641,Bullard,Smith,TX,32.110453,-95.348074
1869,79735,13636,Fort Stockton,Pecos,TX,30.747459,-102.790792
1870,76164,13628,Fort Worth,Tarrant,TX,32.7811,-97.354585
1871,75244,13552,Dallas,Dallas,TX,32.925367,-96.836334
1872,76309,13546,Wichita Falls,Wichita,TX,33.894923,-98.543742
1873,75686,13483,Pittsburg,Camp,TX,32.965131,-94.951917
1874,78642,13408,Liberty Hill,Williamson,TX,30.69088,-97.941426
1875,76367,13385,Iowa Park,Wichita,TX,33.9733,-98.721094
1876,77474,13347,Sealy,Austin,TX,29.780109,-96.181158
1877,78726,13304,Austin,Travis,TX,30.430941,-97.840101
1878,78076,13279,Zapata,Zapata,TX,26.930929,-99.162765
1879,77423,13210,Brookshire,Waller,TX,29.856778,-95.977311
1880,75707,13206,Tyler,Smith,TX,32.301709,-95.177976
1881,77703,13134,Beaumont,Jefferson,TX,30.145966,-94.126696
1882,75054,13045,Grand Prairie,Dallas,TX,32.59121,-97.039429
1883,76450,13036,Graham,Young,TX,33.057759,-98.622222
1884,75065,13026,Lake Dallas,Denton,TX,33.110351,-97.005469
1885,75935,12994,Center,Shelby,TX,31.732513,-94.19129
1886,75169,12937,Wills Point,Van Zandt,TX,32.703269,-95.994666
1887,78121,12901,La Vernia,Wilson,TX,29.350393,-98.10703
1888,76302,12867,Wichita Falls,Wichita,TX,33.864528,-98.491011
1889,78204,12850,San Antonio,Bexar,TX,29.404404,-98.505028
1890,75633,12831,Carthage,Panola,TX,32.138496,-94.274156
1891,76905,12746,San Angelo,Tom Green,TX,31.509724,-100.322077
1892,77651,12729,Port Neches,Jefferson,TX,29.985971,-93.955847
1893,76426,12694,Bridgeport,Wise,TX,33.166041,-97.845101
1894,79556,12683,Sweetwater,Nolan,TX,32.458787,-100.357939
1895,78629,12612,Gonzales,Gonzales,TX,29.476842,-97.44894
1896,76088,12610,Weatherford,Parker,TX,32.85131,-97.901635
1897,75979,12579,Woodville,Tyler,TX,30.748559,-94.38912
1898,78061,12566,Pearsall,Frio,TX,28.888446,-99.141465
1899,76247,12542,Justin,Denton,TX,33.099993,-97.340499
1900,78336,12533,Aransas Pass,San Patricio,TX,27.926913,-97.177776
1901,77836,12516,Caldwell,Burleson,TX,30.541565,-96.676232
1902,78611,12454,Burnet,Burnet,TX,30.801039,-98.283488
1903,77336,12398,Huffman,Harris,TX,30.063168,-95.098858
1904,75647,12328,Gladewater,Gregg,TX,32.514634,-94.953287
1905,76354,12323,Burkburnett,Wichita,TX,34.103277,-98.622462
1906,79331,12309,Lamesa,Dawson,TX,32.695214,-102.00957
1907,75654,12268,Henderson,Rusk,TX,32.077773,-94.83013
1908,78575,12249,Olmito,Cameron,TX,26.02176,-97.526109
1909,77808,12248,Bryan,Brazos,TX,30.797736,-96.312084
1910,76054,12178,Hurst,Tarrant,TX,32.85941,-97.178636
1911,77461,12133,Needville,Fort Bend,TX,29.383068,-95.806472
1912,76384,12112,Vernon,Wilbarger,TX,34.160345,-99.343426
1913,75167,12091,Waxahachie,Ellis,TX,32.360829,-96.915523
1914,77484,11972,Waller,Waller,TX,30.079431,-95.932255
1915,78701,11903,Austin,Travis,TX,30.270569,-97.742589
1916,78645,11873,Leander,Travis,TX,30.449996,-97.971806
1917,75454,11848,Melissa,Collin,TX,33.285645,-96.564818
1918,78202,11675,San Antonio,Bexar,TX,29.428169,-98.460881
1919,75462,11652,Paris,Lamar,TX,33.624551,-95.490113
1920,79849,11605,San Elizario,El Paso,TX,31.560649,-106.250112
1921,77518,11513,Bacliff,Galveston,TX,29.507162,-94.987247
1922,78578,11509,Port Isabel,Cameron,TX,26.051625,-97.312767
1923,78252,11479,San Antonio,Bexar,TX,29.341337,-98.705628
1924,75428,11474,Commerce,Hunt,TX,33.271869,-95.917415
1925,78256,11435,San Antonio,Bexar,TX,29.622289,-98.626164
1926,75835,11425,Crockett,Houston,TX,31.284891,-95.490625
1927,77708,11385,Beaumont,Jefferson,TX,30.146124,-94.160613
1928,77030,11362,Houston,Harris,TX,29.706787,-95.401748
1929,78408,11299,Corpus Christi,Nueces,TX,27.794998,-97.446858
1930,75551,11268,Atlanta,Cass,TX,33.119332,-94.220491
1931,77441,11248,Fulshear,Fort Bend,TX,29.670458,-95.922251
1932,79022,11210,Dalhart,Dallam,TX,36.098125,-102.60691
1933,79835,11171,Canutillo,El Paso,TX,31.936406,-106.589725
1934,76657,11151,Mc Gregor,Mclennan,TX,31.446184,-97.380488
1935,78065,11134,Poteet,Atascosa,TX,29.079849,-98.642309
1936,77563,11129,Hitchcock,Galveston,TX,29.303629,-95.032416
1937,78721,11054,Austin,Travis,TX,30.269969,-97.683557
1938,77807,11052,Bryan,Brazos,TX,30.677687,-96.483601
1939,77954,11047,Cuero,De Witt,TX,29.097035,-97.282413
1940,78362,11025,Ingleside,San Patricio,TX,27.850145,-97.203259
1941,77094,11022,Houston,Harris,TX,29.769285,-95.681292
1942,76667,10991,Mexia,Limestone,TX,31.651982,-96.468387
1943,76085,10965,Weatherford,Parker,TX,32.861345,-97.692173
1944,78016,10940,Devine,Medina,TX,29.17158,-98.967448
1945,75785,10931,Rusk,Cherokee,TX,31.775416,-95.196572
1946,75706,10882,Tyler,Smith,TX,32.469555,-95.307879
1947,77068,10837,Houston,Harris,TX,30.007063,-95.488362
1948,76177,10814,Fort Worth,Tarrant,TX,32.975361,-97.310486
1949,79316,10772,Brownfield,Terry,TX,33.137907,-102.326183
1950,75494,10741,Winnsboro,Wood,TX,32.917192,-95.25986
1951,77995,10731,Yoakum,Lavaca,TX,29.202324,-97.076306
1952,75570,10703,New Boston,Bowie,TX,33.459236,-94.438723
1953,78538,10698,Edcouch,Hidalgo,TX,26.374541,-97.98028
1954,76102,10632,Fort Worth,Tarrant,TX,32.759104,-97.329756
1955,78264,10603,San Antonio,Bexar,TX,29.193205,-98.490787
1956,79410,10588,Lubbock,Lubbock,TX,33.570071,-101.891011
1957,79103,10529,Amarillo,Potter,TX,35.177308,-101.794475
1958,78730,10527,Austin,Travis,TX,30.370266,-97.836156
1959,76645,10513,Hillsboro,Hill,TX,32.022461,-97.133361
1960,76711,10475,Waco,Mclennan,TX,31.513756,-97.152983
1961,75645,10393,Gilmer,Upshur,TX,32.688692,-94.871843
1962,78945,10388,La Grange,Fayette,TX,29.912267,-96.889573
1963,75704,10367,Tyler,Smith,TX,32.413107,-95.443348
1964,78576,10262,Penitas,Hidalgo,TX,26.321607,-98.476164
1965,77418,10250,Bellville,Austin,TX,29.987117,-96.252942
1966,79102,10245,Amarillo,Potter,TX,35.19634,-101.86625
1967,78543,10188,Elsa,Hidalgo,TX,26.297375,-97.999973
1968,78231,10132,San Antonio,Bexar,TX,29.578541,-98.541904
1969,78003,10129,Bandera,Bandera,TX,29.707222,-99.095171
1970,75862,10115,Trinity,Trinity,TX,30.964728,-95.325895
1971,77562,10064,Highlands,Harris,TX,29.834034,-95.051267
1972,76692,10048,Whitney,Hill,TX,31.959701,-97.330421
1973,78736,10010,Austin,Travis,TX,30.261084,-97.959435
1974,77625,9997,Kountze,Hardin,TX,30.377234,-94.373937
1975,77547,9895,Galena Park,Harris,TX,29.735876,-95.238178
1976,78387,9874,Sinton,San Patricio,TX,28.121595,-97.553008
1977,75650,9775,Hallsville,Harrison,TX,32.513277,-94.548846
1978,79070,9652,Perryton,Ochiltree,TX,36.269876,-100.794038
1979,76230,9633,Bowie,Montague,TX,33.520572,-97.95612
1980,79404,9630,Lubbock,Lubbock,TX,33.527702,-101.793717
1981,77612,9619,Buna,Jasper,TX,30.402074,-93.922367
1982,77003,9612,Houston,Harris,TX,29.749778,-95.345885
1983,75956,9595,Kirbyville,Jasper,TX,30.676367,-93.98312
1984,79756,9576,Monahans,Ward,TX,31.540255,-102.844644
1985,76084,9574,Venus,Johnson,TX,32.426322,-97.090328
1986,78942,9565,Giddings,Lee,TX,30.167624,-96.923038
1987,75442,9558,Farmersville,Collin,TX,33.174219,-96.356004
1988,75210,9504,Dallas,Dallas,TX,32.770635,-96.746362
1989,78063,9462,Pipe Creek,Bandera,TX,29.689692,-98.911216
1990,75708,9461,Tyler,Smith,TX,32.418412,-95.21307
1991,75021,9454,Denison,Grayson,TX,33.727126,-96.470794
1992,78756,9450,Austin,Travis,TX,30.32223,-97.740167
1993,76273,9429,Whitesboro,Grayson,TX,33.743893,-96.936121
1994,78368,9305,Mathis,San Patricio,TX,28.103445,-97.808184
1995,78957,9218,Smithville,Bastrop,TX,30.013897,-97.182124
1996,79401,9084,Lubbock,Lubbock,TX,33.588771,-101.850444
1997,75861,9081,Tennessee Colony,Anderson,TX,31.851579,-95.888459
1998,75758,9041,Chandler,Henderson,TX,32.271436,-95.521442
1999,76078,9024,Rhome,Wise,TX,33.093365,-97.462793
2000,76571,9007,Salado,Bell,TX,30.925736,-97.59865
2001,76424,8898,Breckenridge,Stephens,TX,32.801213,-98.88698
2002,78073,8897,Von Ormy,Bexar,TX,29.243915,-98.622442
2003,78639,8869,Kingsland,Llano,TX,30.672818,-98.442748
2004,76567,8867,Rockdale,Milam,TX,30.649554,-97.006117
2005,76539,8824,Kempner,Lampasas,TX,31.094009,-98.027339
2006,79901,8821,El Paso,El Paso,TX,31.760618,-106.478578
2007,78839,8790,Crystal City,Zavala,TX,28.718319,-99.823476
2008,76311,8760,Sheppard Afb,Wichita,TX,33.969544,-98.509023
2009,75941,8737,Diboll,Angelina,TX,31.187072,-94.758803
2010,77554,8730,Galveston,Galveston,TX,29.253166,-94.924652
2011,78112,8725,Elmendorf,Bexar,TX,29.185854,-98.395272
2012,78733,8711,Austin,Travis,TX,30.321329,-97.884738
2013,75495,8621,Van Alstyne,Grayson,TX,33.439195,-96.546841
2014,77611,8608,Bridge City,Orange,TX,30.01444,-93.828241
2015,76060,8606,Kennedale,Tarrant,TX,32.639649,-97.217476
2016,75949,8518,Huntington,Angelina,TX,31.229843,-94.509183
2017,79382,8515,Wolfforth,Lubbock,TX,33.455287,-102.014055
2018,78616,8472,Dale,Caldwell,TX,29.940066,-97.568294
2019,77957,8454,Edna,Jackson,TX,29.042415,-96.689715
2020,75789,8379,Troup,Smith,TX,32.109512,-95.094194
2021,77480,8344,Sweeny,Brazoria,TX,29.086319,-95.766667
2022,78725,8303,Austin,Travis,TX,30.230011,-97.608576
2023,75076,8297,Pottsboro,Grayson,TX,33.800706,-96.725999
2024,78648,8264,Luling,Caldwell,TX,29.690184,-97.633555
2025,78834,8245,Carrizo Springs,Dimmit,TX,28.454034,-99.917847
2026,76249,8196,Krum,Denton,TX,33.278823,-97.30231
2027,76655,8168,Lorena,Mclennan,TX,31.401145,-97.183101
2028,79124,8159,Amarillo,Potter,TX,35.26692,-101.958417
2029,76446,8120,Dublin,Erath,TX,32.075301,-98.34862
2030,75783,8118,Quitman,Wood,TX,32.816432,-95.424745
2031,78257,8113,San Antonio,Bexar,TX,29.660485,-98.583454
2032,75684,8086,Overton,Rusk,TX,32.277021,-94.937156
2033,77331,8064,Coldspring,San Jacinto,TX,30.633963,-95.161912
2034,76520,8033,Cameron,Milam,TX,30.891129,-96.907601
2035,75754,8021,Ben Wheeler,Van Zandt,TX,32.427978,-95.661983
2036,78226,8012,San Antonio,Bexar,TX,29.383778,-98.56994
2037,79830,7956,Alpine,Brewster,TX,29.802094,-103.22236
2038,79922,7890,El Paso,El Paso,TX,31.814165,-106.561298
2039,77964,7874,Hallettsville,Lavaca,TX,29.378839,-96.834601
2040,77864,7824,Madisonville,Madison,TX,30.953672,-95.905344
2041,76661,7824,Marlin,Falls,TX,31.318386,-96.846019
2042,76442,7812,Comanche,Comanche,TX,31.890896,-98.613096
2043,79510,7801,Clyde,Callahan,TX,32.266413,-99.518894
2044,75207,7715,Dallas,Dallas,TX,32.786796,-96.819971
2045,76704,7681,Waco,Mclennan,TX,31.574722,-97.127134
2046,79766,7676,Odessa,Ector,TX,31.725171,-102.413607
2047,75125,7664,Ferris,Ellis,TX,32.5367,-96.621747
2048,78009,7632,Castroville,Medina,TX,29.357251,-98.886655
2049,76634,7610,Clifton,Bosque,TX,31.817062,-97.546568
2050,76043,7525,Glen Rose,Somervell,TX,32.208483,-97.795247
2051,77486,7509,West Columbia,Brazoria,TX,29.160441,-95.691989
2052,75765,7507,Hawkins,Wood,TX,32.642043,-95.234859
2053,75161,7483,Terrell,Kaufman,TX,32.738471,-96.169166
2054,79512,7451,Colorado City,Mitchell,TX,32.304117,-100.924392
2055,78595,7442,Sullivan City,Hidalgo,TX,26.291408,-98.545486
2056,78101,7434,Adkins,Bexar,TX,29.353553,-98.238308
2057,79323,7347,Denver City,Yoakum,TX,32.945746,-102.869403
2058,77465,7331,Palacios,Matagorda,TX,28.763461,-96.2304
2059,77371,7326,Shepherd,San Jacinto,TX,30.483532,-94.989562
2060,79406,7288,Lubbock,Lubbock,TX,33.585909,-101.878382
2061,75657,7274,Jefferson,Marion,TX,32.794973,-94.310306
2062,75752,7263,Athens,Henderson,TX,32.244008,-95.807608
2063,79201,7227,Childress,Childress,TX,34.437766,-100.280962
2064,78355,7222,Falfurrias,Brooks,TX,27.194074,-98.207295
2065,75135,7183,Caddo Mills,Hunt,TX,33.066345,-96.221437
2066,79364,7161,Slaton,Lubbock,TX,33.452358,-101.644072
2067,78026,7158,Jourdanton,Atascosa,TX,28.821017,-98.610076
2068,75440,7112,Emory,Rains,TX,32.881155,-95.747763
2069,76023,7090,Boyd,Wise,TX,33.041942,-97.597083
2070,76537,7065,Jarrell,Williamson,TX,30.817401,-97.6029
2071,79821,7044,Anthony,El Paso,TX,31.980053,-106.598777
2072,78119,6960,Kenedy,Karnes,TX,28.733411,-97.894958
2073,79347,6954,Muleshoe,Bailey,TX,34.17256,-102.78941
2074,77565,6953,Kemah,Galveston,TX,29.535935,-95.026393
2075,75147,6951,Mabank,Kaufman,TX,32.436676,-96.079558
2076,78643,6938,Llano,Llano,TX,30.688543,-98.689889
2077,76258,6926,Pilot Point,Denton,TX,33.371113,-96.932411
2078,78583,6915,Rio Hondo,Cameron,TX,26.261363,-97.489015
2079,75140,6877,Grand Saline,Van Zandt,TX,32.646573,-95.687531
2080,75114,6870,Crandall,Kaufman,TX,32.610575,-96.444256
2081,75693,6863,White Oak,Gregg,TX,32.53378,-94.86066
2082,79104,6861,Amarillo,Potter,TX,35.202967,-101.788728
2083,79745,6783,Kermit,Winkler,TX,31.831415,-103.055986
2084,77446,6781,Prairie View,Waller,TX,30.086827,-95.990481
2085,78236,6760,San Antonio,Bexar,TX,29.391283,-98.618734
2086,78722,6713,Austin,Travis,TX,30.289963,-97.714696
2087,78934,6698,Columbus,Colorado,TX,29.693447,-96.557401
2088,76825,6682,Brady,Mcculloch,TX,31.105959,-99.394226
2089,79411,6661,Lubbock,Lubbock,TX,33.570034,-101.857733
2090,76642,6628,Groesbeck,Limestone,TX,31.503056,-96.520013
2091,78266,6592,San Antonio,Comal,TX,29.650534,-98.338421
2092,79339,6591,Littlefield,Lamb,TX,33.889082,-102.337301
2093,78124,6553,Marion,Guadalupe,TX,29.557266,-98.146886
2094,77517,6515,Santa Fe,Galveston,TX,29.364468,-95.131078
2095,78657,6509,Marble Falls,Burnet,TX,30.531339,-98.378347
2096,76691,6479,West,Mclennan,TX,31.769854,-97.098169
2097,75603,6452,Longview,Gregg,TX,32.40305,-94.711174
2098,75839,6398,Elkhart,Anderson,TX,31.606693,-95.58334
2099,75148,6396,Malakoff,Henderson,TX,32.126221,-96.02413
2100,75763,6359,Frankston,Anderson,TX,32.042754,-95.523388
2101,79908,6351,El Paso,El Paso,TX,31.857201,-106.380388
2102,75860,6351,Teague,Freestone,TX,31.61135,-96.238051
2103,77859,6340,Hearne,Robertson,TX,30.871914,-96.526934
2104,76155,6329,Fort Worth,Tarrant,TX,32.823993,-97.048687
2105,78606,6315,Blanco,Blanco,TX,30.083786,-98.476159
2106,75840,6297,Fairfield,Freestone,TX,31.782559,-96.093621
2107,75972,6252,San Augustine,San Augustine,TX,31.483597,-94.131501
2108,75457,6243,Mount Vernon,Franklin,TX,33.168595,-95.21515
2109,76073,6237,Paradise,Wise,TX,33.098727,-97.723422
2110,78013,6210,Comfort,Kendall,TX,29.972311,-98.904698
2111,75182,6199,Sunnyvale,Dallas,TX,32.800521,-96.547575
2112,78069,6187,Somerset,Bexar,TX,29.179375,-98.670026
2113,76559,6180,Nolanville,Bell,TX,31.075955,-97.604369
2114,78203,6162,San Antonio,Bexar,TX,29.4151,-98.459123
2115,75831,6155,Buffalo,Leon,TX,31.473667,-96.009365
2116,78052,6128,Lytle,Atascosa,TX,29.203679,-98.776694
2117,76458,6121,Jacksboro,Jack,TX,33.219589,-98.188154
2118,78017,6120,Dilley,Frio,TX,28.711947,-99.177422
2119,76050,6094,Grandview,Johnson,TX,32.280895,-97.160931
2120,78383,6079,Sandia,Jim Wells,TX,28.093161,-97.962915
2121,75948,6072,Hemphill,Sabine,TX,31.307588,-93.784102
2122,77050,6052,Houston,Harris,TX,29.902887,-95.269296
2123,78605,6035,Bertram,Burnet,TX,30.773295,-98.04518
